theme;question;reponse
Retour et Remboursement;J'ai refusé un article ou la totalité de ma commande lors de la livraison.;Vous avez 14 jours pour contacter le Service Client depuis votre compte. Pour effectuer votre retour : Une fois votre colis réceptionné dans notre entrepôt, un e-mail de confirmation vous sera envoyé et nous vous ferons parvenir votre remboursement. Selon le moyen de paiement effectué, les délais et modes de remboursement diffèrent : Toutes les commandes passées en magasin en livraison à domicile sont fermes et définitives. Elles ne sont ni annulables, ni remboursables. 
Retour et Remboursement;Je n'ai pas été remboursé.;Notre service comptabilité traite le remboursement une fois l’article retourné à notre entrepôt. Si vous avez renseigné votre adresse e-mail, une confirmation de remboursement vous sera envoyée. Pensez à bien vérifier vos courriers indésirables, elle peut s’y cacher !Votre remboursement a bien été confirmé par e-mail ? Pas de panique, plusieurs raisons peuvent expliquer le retard : Vérifier bien la carte ou le compte bancaire ayant servi au paiement, nous remboursons automatiquement ce même compte. Pour un paiement différé par carte bancaire, vous êtes remboursé en différé également. Patientez jusqu’au début du mois suivant pour voir apparaître le crédit sur votre compte. Pour un paiement par carte cadeau ou par avoir sur Internet, vous recevez une nouvelle carte cadeau à votre domicile. Cela peut prendre jusqu’à 15 jours ouvrés. Pour un remboursement par chèque, nous envoyons le courrier sous 15 jours ouvrés à votre adresse de facturation et non de livraison. À noter, pour toute commande passée sur notre site Internet, vous êtes remboursé des frais de livraison si la totalité de votre commande nous est retournée. Si malgré toutes ces vérifications, vous ne recevez toujours pas le remboursement attendu, adressez une demande au Service Client par ici.
Retour et Remboursement;Puis-je retourner en magasin un article commandé sur internet ?;Les retours se font uniquement en magasin. Pour cela, rien de plus simple ! Présentez votre article et la preuve de retrait dans le magasin de votre choix (hors Corners et Showroom). Pour plus d’informations sur les modalités de retour et de remboursement d’une commande internet livrée en magasin, cliquez ici. Pour obtenir plus rapidement votre remboursement ou utiliser directement en magasin votre avoir, vous pouvez opter pour un retour en magasin. Pour vérifier si votre article est bien éligible à un retour en magasin, rendez-vous sur Mon compte, rubrique Mes commandes et cliquez sur la commande concernée. Une mention apparaîtra sous votre article si le retour est autorisé. Inutile de faire votre demande en ligne, présentez-vous dans le magasin de votre choix (hors Corners et Showroom) muni de votre numéro de livraison disponible sur votre compte. Pour une commande réglée par virement ou par chèque, pensez à venir en magasin muni de vos coordonnées bancaires. Pour trouver le magasin le plus proche de chez vous et consulter ses horaires d’ouverture, rendez-vous ici ! Les articles ne disposant pas de cette mention seront à retourner, gratuitement, selon les modalités de reprise du transporteur en charge de la livraison. A noter, les commandes d'échange ne sont pas éligibles à ce service. Pour plus d’informations sur les modalités de retour par transporteur, cliquez ici. Pour plus d’informations sur les modalités de retour et de remboursement d’une commande internet livrée à domicile, cliquez ici. 
Retour et Remboursement;J’ai passé deux commandes différentes à quelques minutes d’intervalle, est-il possible de se faire rembourser des frais de livraison ?;La validation de deux commandes génère deux étapes de préparation et d’expédition différentes. Les frais de livraison ne peuvent être remboursés une fois les commandes validées. 
Retour et Remboursement;Comment être remboursé de la TVA ?;Il est possible d’être remboursé de la TVA française pour les clients hors de la zone Union Européenne.Pour les achats ou commandes passées en magasins français, les vendeurs se chargent de remplir informatiquement en caisse votre formulaire de détaxe. Pour les commandes passées sur Internet, vous êtes contacté au moment du passage de frontière pour régler les frais de douane supplémentaires. À réception de votre commande, il vous suffit de remplir et d’adresser à notre service comptabilité une demande de détaxe. Pensez bien à y joindre la facture de votre commande !Vous pouvez retrouver et imprimer le formulaire de détaxe ici :
Retour et Remboursement;Quel est mon délai de rétractation ?;Conformément aux dispositions de l'article L 121-20 du Code de la consommation, vous disposez d'un délai de rétractation de 14 jours calendaires pour les commandes Internet à compter de la livraison de l’article, et hors clients professionnels et canapés personnalisables So… Me. Si ce délai expire un samedi, un dimanche ou un jour férié, il est prolongé jusqu'au premier jour ouvrable suivant. Ce droit de rétractation vous permet de retourner gratuitement l’article qui ne vous convient pas. Les commandes de canapés personnalisables So… Me sont fermes et définitives. Elles ne sont ni annulables, ni remboursables. Vous pouvez retourner gratuitement et pendant 30 jours les achats à l’emporté et les articles livrés en magasin. Si vous êtes Client Privilège, vous disposez de 60 jours pour nous retourner vos achats réalisés en magasin (hors meubles et commandes). Pour rappel, les commandes magasin en livraison à domicile sont fermes et définitives, vous ne disposez pas de délai de rétractation. 
Retour et Remboursement;J'ai effectué mon achat en ligne et j'ai été livré à domicile ou en point relais.;Si vous constatez l'apparition d'un défaut sur votre article dans le cadre de la garantie commerciale, il est possible de nous adresser une réclamation depuis votre compte client. Pour effectuer votre demande : N'oubliez pas de joindre quelques photos du problème rencontré, cela aidera notre service qualité dans l'étude de votre dossier ! 
Retour et Remboursement;J'ai effectué mon achat en ligne et j'ai été livré en magasin.;Si vous constatez l'apparition d'un défaut sur votre article dans le cadre de la garantie commerciale, il est possible de nous adresser une réclamation depuis votre compte client. Pour effectuer votre demande : N'oubliez pas de joindre quelques photos du problème rencontré, cela aidera notre service qualité dans l'étude de votre dossier ! 
Retour et Remboursement;J'ai effectué mon achat en magasin et j'ai été livré à domicile ou en point relais.;Si vous constatez l'apparition d'un défaut sur votre article dans le cadre de la garantie commerciale, il est possible de nous adresser une réclamation depuis votre compte client. Pour effectuer votre demande : Si vous n'avez pas de compte client ou si vous avez effectué une commande en magasin et qu'elle n'est pas rattachée à votre compte, contactez le Service Client par ici. N'oubliez pas de joindre quelques photos du problème rencontré, cela aidera notre service qualité dans l'étude de votre dossier ! 
Retour et Remboursement;J'ai effectué mon achat en magasin et j'ai été livré en magasin.;Si vous constatez l'apparition d'un défaut sur votre article dans le cadre de la garantie commerciale, munissez-vous de votre facture et rendez-vous dans votre magasin d’achat pour faire constater l’anomalie. Vous pouvez ramener l’article concerné directement en magasin ou bien, s’il est trop imposant, vous appuyer de photos détaillées pour l’étude de votre dossier. Nos conseillers-vendeurs se chargeront de vous proposer une solution.
Retour et Remboursement;J'ai effectué mon achat en magasin sans livraison.;Si vous constatez l'apparition d'un défaut sur votre article dans le cadre de la garantie commerciale, munissez-vous de votre facture et rendez-vous dans votre magasin d’achat pour faire constater l’anomalie. Vous pouvez ramener l’article concerné directement en magasin ou bien, s’il est trop imposant, vous appuyer de photos détaillées pour l’étude de votre dossier. Nos conseillers-vendeurs se chargeront de vous proposer une solution.
Retour et Remboursement;J'ai effectué mon achat en magasin et j'ai été livré par Trusk.;Vous êtes tenu de vérifier l’état de la marchandise et les quantités à réception en présence du livreur. En cas d’avarie ou de manquant, vous devez porter toutes les réserves utiles et circonstanciées sur le bon de commande, sous peine d’irrecevabilité. Toute réclamation doit être adressée par lettre recommandée avec accusé de réception dans un délai de 72h au transporteur. La responsabilité de Maisons du Monde ne pourra être engagée. Le transporteur procèdera à l’échange de l’article ou à son remboursement selon la disponibilité en magasin. En cas de besoin, vous pouvez joindre Trusk par téléphone au 01 76 35 05 56 ou par e-mail à l’adresse support@trusk.com.
Retour et Remboursement;Ab Custom : quelles sont les modalités d'une reprise ?;La reprise est effectuée gratuitement chez vous, dans la pièce de votre choix. Pas la peine de remballer l’article, les livreurs s’occuperont de tout ! Il vous suffit juste de le démonter. Vous êtes contacté par téléphone pour convenir d’un rendez-vous du lundi au vendredi et de 9h à 18h (les plages horaires proposées peuvent varier selon votre code postal). Un créneau horaire de 2 heures vous est confirmé par SMS dès la prise de rendez-vous. A noter, en cas d’échange, la reprise et la relivraison ont lieu au même moment ! En cas de besoin, vous pouvez joindre Ab Custom au 0032 471 52 50 81 et leur communiquer votre numéro de bon de livraison (BL).
Retour et Remboursement;Geodis : quelles sont les modalités d’une reprise ?;La reprise est effectuée gratuitement chez vous, au pied du bâtiment pour un immeuble ou au portail pour une maison. L’article à reprendre doit être démonté et emballé. Le livreur se présentera à votre domicile une première fois sans rendez-vous. En cas d'absence, un avis de passage sera laissé dans votre boîte aux lettres. Vous devrez alors contacter Geodis afin de fixer un rendez-vous de reprise. A noter, en cas d’échange, la reprise et la relivraison peuvent être organisées le même jour mais avec deux tournées différentes ! En cas de besoin, vous pouvez joindre Geodis au 09 78 03 02 62 et leur communiquer votre numéro de bon de livraison (BL).
Retour et Remboursement;Colissimo : quelles sont les modalités d’une reprise ?;L’article retourné doit être démonté et emballé. Suite à votre demande de retour, vous recevez une étiquette prépayée à coller sur le colis. Pensez à bien vérifier vos courriers indésirables ! Le retour s’effectue dans le bureau de poste de votre choix, selon les horaires d’ouverture. Si la taille du colis le permet, vous pouvez également déposer l’article dans votre boîte aux lettres. Faites une demande de dépôt sur le site de La Poste et le facteur se chargera de récupérer votre colis lors de sa tournée du lendemain. En cas de besoin, vous pouvez joindre Colissimo au 36 31 et leur communiquer votre numéro de colis.
Retour et Remboursement;Jacky Perrenot : quelles sont les modalités d’une reprise ?;La reprise est effectuée gratuitement chez vous, dans la pièce de votre choix. Pas la peine de remballer l’article, les livreurs s’occuperont de tout ! Il vous suffit juste de le démonter. Vous êtes contacté par téléphone pour convenir d’un rendez-vous du lundi au samedi et de 7h30 à 17h (les plages horaires proposées peuvent varier selon votre code postal). Un créneau horaire de 4 heures vous est confirmé par SMS 48h avant la reprise. A noter, en cas d’échange, la reprise et la relivraison ont lieu au même moment ! En cas de besoin, vous pouvez joindre Jacky Perrenot au 04 90 47 97 10 et leur communiquer votre numéro de bon de livraison (BL).
Retour et Remboursement;Chronopost : quelles sont les modalités d’une reprise ?;L’article retourné doit être démonté et emballé. Suite à votre demande de retour, vous recevez une étiquette prépayée à coller sur le colis. Pensez à bien vérifier vos courriers indésirables ! Le retour s’effectue dans le bureau de poste ou le point de retrait Chronopost de votre choix, selon les horaires d’ouverture. En cas de besoin, vous pouvez joindre Chronopost au 08 25 80 18 01 et leur communiquer votre numéro de colis.
Retour et Remboursement;Guisnel : quelles sont les modalités d’une reprise ?;La reprise est effectuée gratuitement chez vous, dans la pièce de votre choix. Pas la peine de remballer l’article, les livreurs s’occuperont de tout ! Il vous suffit juste de le démonter. Vous êtes contacté par téléphone pour convenir d’un rendez-vous du lundi au samedi et de 7h à 20h (les plages horaires proposées peuvent varier selon votre code postal). Un créneau horaire de 2 heures vous est confirmé par SMS la veille de la reprise. A noter, en cas d’échange, la reprise et la relivraison ont lieu au même moment ! En cas de besoin, vous pouvez joindre Guisnel au 01 48 15 43 10 et leur communiquer votre numéro de bon de livraison (BL).
Retour et Remboursement;City Transport : quelles sont les modalités d’une reprise ?;La reprise est effectuée gratuitement chez vous avec 2 prestations différentes en fonction du type de livraison. Vous pouvez vérifier l’appellation du transporteur et la prestation de livraison sur votre bon de commande ou votre e-mail de confirmation. Pour une livraison par City transport LV1, un livreur reprend l’article au pied du bâtiment pour un immeuble ou au portail pour une maison. L’article à reprendre doit être démonté et de préférence emballé. A noter, la prestation ne comprend pas l’assistance pour la reprise au-delà de votre porte d’entrée ou porte d’immeuble. Pour une livraison par City transport, deux livreurs reprennent l’article dans la pièce de votre choix. Pas la peine de remballer l’article, les livreurs s’occuperont de tout ! Il vous suffit juste de le démonter. Vous êtes contacté par téléphone pour convenir d’un rendez-vous du lundi au samedi et de 8h à 18h (les plages horaires proposées peuvent varier selon votre code postal). Un créneau horaire de 4 heures vous est confirmé dès la prise de rendez-vous. A noter, en cas d’échange, la reprise et la relivraison ont lieu au même moment ! En cas de besoin, vous pouvez joindre City transport au 01 64 26 88 50 et lui communiquer votre numéro de bon de livraison (BL).
Retour et Remboursement;Cogepart : quelles sont les modalités d'une reprise ?;La reprise est effectuée gratuitement chez vous avec 2 prestations différentes en fonction du type de livraison. Vous pouvez vérifier l’appellation du transporteur et la prestation de livraison sur votre bon de commande ou votre e-mail de confirmation. Pour une livraison par Cogepart LV1, un livreur reprend l’article au pied du bâtiment pour un immeuble ou au portail pour une maison. L’article à reprendre doit être démonté et de préférence emballé. A noter, la prestation ne comprend pas l’assistance pour la reprise au-delà de votre porte d’entrée ou porte d’immeuble. Pour une livraison par Cogepart LV2, deux livreurs reprennent l’article dans la pièce de votre choix. Pas la peine de remballer l’article, les livreurs s’occuperont de tout ! Il vous suffit juste de le démonter. Vous êtes contacté par téléphone pour convenir d’un rendez-vous du lundi au vendredi et de 8h à 19h (les plages horaires proposées peuvent varier selon votre code postal). Un créneau horaire de 2 heures vous est confirmé par SMS la veille de la reprise. A noter, en cas d’échange, la reprise et la relivraison ont lieu au même moment ! En cas de besoin, vous pouvez joindre Cogepart au 04 95 04 55 56 et lui communiquer votre numéro de bon de livraison (BL).
Retour et Remboursement;Mobifret : quelles sont les modalités d’une reprise ?;La reprise est effectuée gratuitement chez vous avec 2 prestations différentes en fonction du type de livraison. Vous pouvez vérifier l’appellation du transporteur et la prestation de livraison sur votre bon de commande ou votre e-mail de confirmation. Pour une livraison par Mobifret LV1, un livreur reprend l’article au pied du bâtiment pour un immeuble ou au portail pour une maison. L’article à reprendre doit être démonté et de préférence emballé. A noter, la prestation ne comprends pas l’assistance pour la reprise au-delà de votre porte d’entrée ou porte d’immeuble. Pour une livraison par Mobifret LV2, deux livreurs reprennent l’article dans la pièce de votre choix. Pas la peine de remballer l’article, les livreurs s’occuperont de tout ! Il vous suffit juste de le démonter. Vous êtes contacté par téléphone pour convenir d’un rendez-vous du lundi au samedi et de 8h à 18h (les plages horaires proposées peuvent varier selon votre code postal). Un créneau horaire de 2 heures vous est confirmé dès la prise de rendez-vous. A noter, en cas d’échange, la reprise et la relivraison ont lieu au même moment ! En cas de besoin, vous pouvez joindre Mobifret au 01 88 60 05 60 et lui communiquer votre numéro de bon de livraison (BL).
Retour et Remboursement;Geodis point de retrait : quelles sont les modalités d’une reprise ?;Le retour s’effectue directement au point de retrait de livraison Geodis selon les horaires d’ouverture. L’article retourné doit être démonté et emballé. En cas de besoin, vous pouvez joindre Geodis au 09 78 03 02 62 et leur communiquer votre numéro de bon de livraison (BL).
Retour et Remboursement;Agediss : quelles sont les modalités d’une reprise ?;La reprise est effectuée gratuitement chez vous, dans la pièce de votre choix. Pas la peine de remballer l’article, les livreurs s’occuperont de tout ! Il vous suffit juste de le démonter. Vous êtes contacté par téléphone pour convenir d’un rendez-vous du lundi au vendredi et de 7h à 18h (les plages horaires proposées peuvent varier selon votre code postal). Un créneau horaire de 2 à 3 heures vous est confirmé la veille de la reprise. A noter, en cas d’échange, la reprise et la relivraison ont lieu au même moment ! En cas de besoin, vous pouvez joindre Agediss au 0800 73 25 25 et leur communiquer votre numéro de bon de livraison (BL). 
Retour et Remboursement;Colissimo point de retrait : quelles sont les modalités d’une reprise ?;L’article retourné doit être démonté et emballé. Suite à votre demande de retour, vous recevez une étiquette prépayée par e-mail à coller sur le colis. Pensez à bien vérifier vos courriers indésirables ! Le retour s’effectue dans le bureau de poste de votre choix, selon les horaires d’ouverture. Si la taille du colis le permet, vous pouvez également déposer l’article dans votre boîte aux lettres. Faites une demande de dépôt sur le site de La Poste et le facteur se chargera de récupérer votre colis lors de sa tournée du lendemain. En cas de besoin, vous pouvez joindre Colissimo au 36 31 et leur communiquer votre numéro de colis. 
Produits et Disponibilité;Rappel Produit;Communiqué de presse Nantes, le 28 mai 2019 Maisons du Monde rappelle les BOUGIES CAMION GLACES référencées 192.086 ou la STATUETTE ICE CREAM TOPPING référencée 192.687 qui peuvent présenter un risque d’ingestion et un danger de suffocation dus à la présence d’éléments détachables. Par mesure de sécurité, MAISONS DU MONDE demande à ses clients ayant acheté ces articles de les rapporter dans le magasin MAISONS DU MONDE de leur choix pour remboursement intégral. La sécurité de nos clients étant prioritaire, Maisons du Monde a par ailleurs procédé au retrait de la vente de ces produits, en magasins et sur son site Internet. Pour plus d’informations, nous vous invitons à contacter le service Clients (appel gratuit) : France : 0 800 80 40 20Belgique (Français) : 080 07 59 63 Belgique (Néerlandais) : 080 07 59 63Luxembourg : 800 25 460 Suisse (Français) : 0800 83 66 05 Suisse (Allemand) : 0800 83 66 05 Suisse (Italien) : 0800 83 66 05 UK : 080 82 34 21 72 Portugal : 800 833 173 Allemagne : 080 01 80 65 33Autriche : 0800 29 52 80 Italie : 800 87 07 99Espagne : 900 99 33 52 Pays-Bas : 0 800 02 28 216 A propos de Maisons du Monde Maisons du Monde est un créateur d’univers originaux dans le secteur de l’aménagement de la maison, offrant une gamme unique de meubles et d’objets de décoration à des prix abordables, déclinés en différents styles. Le Groupe développe ses activités grâce à une approche omnicanale intégrée et complémentaire, s’appuyant sur son réseau international de magasins, ses sites Internet et ses catalogues. Fondé en France en 1996, le Groupe a opéré une expansion rentable de ses activités à travers l’Europe depuis 2003. Les ventes du Groupe ont atteint 1 111 millions d’euros en 2018, et son EBITDA était de 148 millions d’euros. Au 31 décembre 2018, le Groupe exploitait un réseau de 336 magasins dans neuf pays –France, Italie, Espagne, Belgique, Luxembourg, Allemagne, Suisse, États-Unis et Royaume-Uni–, et a généré 40% de ses ventes hors de France. Le Groupe a également réussi l’intégration d’une plateforme de e-commerce complète et complémentaire, dont les ventes ont progressé de plus de 30% en moyenne par an de 2010 à 2018. Cette plateforme, qui a représenté 23% des ventes du Groupe en 2018, est disponible dans les neuf pays d’implantation des magasins, ainsi qu’en Autriche, aux Pays-Bas et au Portugal. Contact presse : presse@maisonsdumonde.com – 02 51 79 54 08
Produits et Disponibilité;Comment connaître la disponibilité de vos articles ?;"La disponibilité de nos articles en entrepôt est affichée juste en dessous de l'encart Ajouter au panier. Une estimation de date de livraison vous sera communiquée à l'étape Livraison de la validation de commande. Si votre commande comprend plusieurs articles, il est possible qu'ils soient disponibles à des dates différentes. Vous avez alors le choix de vous faire livrer ""en 1 seule fois"" ou de recevoir vos meubles au fur et à mesure de leurs disponibilités avec des frais de livraison supplémentaires."
Produits et Disponibilité;Je suis à la recherche d'un article.;Vous êtes à la recherche d’un grand miroir ou d’un tapis coloré pour votre entrée ? D’une chaise de bureau originale ou d’un fauteuil pour vous prélasser ? D’une bibliothèque majestueuse ou d’un panier pour votre chat adoré ? Retrouvez tous nos meubles et nos articles de décoration en ligne sur notre site Internet ! Et n'hésitez pas à consulter nos différents e-catalogues (Maison, Jardin et Junior) pour vous inspirer de toutes nos collections et tendances. Elles ont été pensées rien que pour vous afin de combler toutes vos envies ! Si vous ne trouvez pas l'article que vous recherchez sur notre site, vous pouvez contacter nos vendeurs par téléphone, ils sont en mesure de vous aider dans vos recherches. Contactez-nous au 0805 98 12 90 et tapez 2 pour être mis en relation avec notre service vente. Vous pouvez également vous rendre en magasin, nos vendeurs sont à votre écoute pour vous conseiller. Vous pourrez y voir plus précisément la finition de nos meubles et consulter les différents échantillons. 
Produits et Disponibilité;J'ai besoin de détails concernant les caractéristiques de mes articles.;Nos fiches produits sont renseignées le plus précisément possible afin de vous apporter un maximum d'informations. Vous trouverez tous ces détails dans la rubrique Produit et Infos complémentaires. Pour connaître des dimensions plus spécifiques, téléchargez la fiche technique disponible dans cette même rubrique. Vous pouvez également contacter nos conseillers du service vente par téléphone, ils sont en mesure de vous communiquer toutes ces informations. Appelez-nous au 0805 98 12 90 et tapez 2 pour être mis en relation avec notre service vente. N'hésitez pas aussi à vous rendre dans l'un de nos magasins où vous pourrez être conseillé par notre équipe de vendeurs. 
Produits et Disponibilité;Je souhaite un catalogue de vos articles.;Vous pouvez feuilletez nos 3 e-catalogues (Maison, Jardin et Junior) depuis le site internet, rubrique Styles et Tendances. Retrouvez-y toutes nos collections et tendances pour vous inspirer et combler vos envies ! Vous trouverez également nos différents catalogues en distribution gratuite dans tous nos magasins. Vous êtes un professionnel ? Rendez-vous dans la rubrique Styles et Tendances pour télécharger notre e-catalogue Pro ou sur l'espace pro.
Produits et Disponibilité;J'ai besoin de précisions sur la garantie des articles.;Tous nos articles sont garantis 2 ans à compter de leur livraison contre tout vice de fabrication, de conception ou de matière. Les canapés identifiés sur leur fiche produit comme bénéficiant de la garantie 5 ans sont garantis : 5 ans pour la structure, les pieds, la visserie, le mécanisme de canapé convertible, la toile de fond, la mousse d'habillage 2 ans pour le garnissage des coussins de dossier et d'assise2 ans pour le revêtement et le matelas des convertibles. Vous êtes Client Privilège ? Le programme privilège prolonge d'une année la garantie commerciale de tous les meubles (hors sommiers et matelas).
Produits et Disponibilité;Est-il possible de recevoir un échantillon de matière ?;Tous nos magasins disposent d’échantillons de matière et, dans la mesure du possible, d’un article de chaque gamme vous permettant ainsi, de mieux apprécier la finition de nos produits. Il n’est toutefois pas encore possible de vous faire parvenir des échantillons par voie postale. Si vous n’avez pas la possibilité de vous déplacer en magasin, n’hésitez pas à zoomer sur les photos des articles en ligne pour mieux vous rendre compte de leur finition.
Produits et Disponibilité;Je n'ai pas reçu ma notice de montage.;La plupart de nos meubles sont livrés déjà assemblés et ne nécessitent pas de montage. En cas d’assemblage, si la notice n’est pas dans l’emballage, pensez à vérifier dans un tiroir ou un placard. Il se peut qu’elle y soit rangée ! En cas d’oubli de notre part, la notice de montage est disponible en téléchargement sur la fiche produit de notre site Internet. Rendez-vous sous la rubrique Produit. Pensez à la planète : n’imprimez cette notice que si nécessaire !
Produits et Disponibilité;J’ai besoin de détails concernant l’origine et les matières de vos articles;Le bois étant au cœur de notre offre de mobilier, nous portons un regard très attentif sur l’avenir des forêts. C’est pour cela que nous nous engageons en matière de développement durable dans tous nos métiers, aussi bien en tant que créateur et distributeur, que sur le plan environnemental, social et solidaire. Notre mot d’ordre : « Engageons-nous ! ». Rendez-vous sur notre Site Corporate ou sur notre page Fondation Maisons du Monde pour en savoir plus.
Produits et Disponibilité;Maisons du Monde en quelques mots...;Véritable invitation au voyage et à la découverte, Maisons du Monde vous propose une sélection d'objets et de meubles inspirés des toutes dernières tendances. Arts de la table, textiles, luminaires, accessoires déco ou mobilier… Maisons du Monde vous aide à créer votre décoration en mixant les influences et les couleurs. Rendez-vous sur la page Qui Sommes-nous ? pour nous découvrir davantage !
Produits et Disponibilité;Comment sont créées les collections Maisons Du Monde ?;Avec une équipe de 12 stylistes intégrés, nous créons la majorité de nos articles de décoration. Nos collections s’inspirent des dernières tendances, se renouvellent fréquemment et proposent 7 différents styles : Exotique, Modern Design, Industriel, Vintage, Classique Chic, Bord de mer et Maison de campagne. Ainsi, il y en a pour tous les goûts ! 
Produits et Disponibilité;Quand sortira le nouveau catalogue pour la collection 2020 ?;Rendez-vous en ligne ou en magasin le 6 mars pour la sortie de nos nouveaux catalogues Meubles & décoration et Outdoor ! Un peu de patience pour la collection Junior, le catalogue 2020 sera à découvrir dès le 16 mai dans tous nos points de vente ou sur notre site internet. Et pour nos clients professionnels, on se retrouve le 6 mars sur l'espace pro pour télécharger la nouvelle collection. 
Produits et Disponibilité;Est-il possible de réserver un article en magasin depuis le site internet ?;Les magasins peuvent, sur simple appel téléphonique, vous réserver un article disponible pendant 24h (hors soldes et périodes de fêtes). Malheureusement, nous ne proposons pas encore de service Click & Collect sur notre site mais vous pouvez vous faire livrer gratuitement en magasin une large sélection d'articles de décoration ! Pour plus d'informations sur les délais et modalités de la livraison en magasin, consultez notre article ici.
Produits et Disponibilité;Je ne souhaite pas commander sur Internet. Puis-je commander les mêmes articles en magasin ?;Il est possible de vous rendre en magasin pour passer commande avec nos vendeurs. Ils se tiennent à votre disposition pour vous accueillir et répondre à toutes vos questions. Vous pouvez également vérifier la disponibilité d'un article en magasin depuis notre site internet. Cliquez sur Disponibilité en magasin sous l'encart Ajouter au panier. Renseignez votre code postal et le tour est joué ! 
Produits et Disponibilité;Est-ce que je retrouverai tous les meubles présentés sur Internet dans les magasins Maisons du monde ?;Dans la mesure du possible, vous retrouverez en magasin un article de chaque gamme vous permettant ainsi de mieux apprécier la finition de nos articles. Un large panel d’échantillons est également mis à votre disposition pour les espaces de ventes les plus limités.
Produits et Disponibilité;Où sont les magasins ?;Partout en France, mais aussi en Europe, ce sont plus de 300 magasins Maisons du Monde qui sont prêts à vous accueillir. Et nous ne comptons pas nous arrêter en si bon chemin ! Chaque année, nous ouvrons de nouvelles boutiques afin de nous trouver toujours plus près de vous. 
Produits et Disponibilité;Quels éléments puis-je personnaliser pour mon canapé So…Me ?;Parce que vous êtes unique et que votre intérieur aussi, Maisons du Monde vous offre désormais la possibilité de créer un canapé qui vous ressemble de la tête aux pieds ! Vous pouvez choisir : -la base : 5 styles (Rome, Doha, Lima, Olso ou Riga)-le format : 2 places, 3 places, 4 places, Angle gauche ou Angle droit-la fonctionnalité : fixe ou convertible avec 2 conforts de couchage-le type d’accoudoirs : 8 modèles-le type de pieds : 14 modèles-le revêtement : 6 revêtements différents, 39 couleurs-le confort d’assise : classique ou supérieur Au total, plus de 600 000 combinaisons possibles pour customiser le canapé de votre rêve ! Sobre ou coloré, vintage ou plus moderne, tous les styles sont permis. Si vous souhaitez plus d’informations sur nos canapés personnalisables, n'hésitez pas à contacter nos vendeurs, ils sont en mesure de vous aider. Appelez-nous au 0805 98 12 90 et tapez 2 pour être mis en relation avec nos conseillers.
Produits et Disponibilité;Mon canapé personnalisé So…Me ne me convient pas. Puis-je le retourner et être remboursé ?;Votre canapé personnalisé étant créé rien que pour vous, s’il ne vous convenait pas, il ne serait ni repris, ni remboursé. Si votre canapé So…Me présentait un défaut à réception, Maisons du Monde vous relivrerait le même canapé personnalisé. Si les pieds du canapé So…Me présentaient un défaut, Maisons du Monde procéderait à un échange des pieds.
Produits et Disponibilité;Quelles sont les caractéristiques de fabrication et de livraison du canapé personnalisable So…Me ?;Les canapés personnalisables So…Me sont fabriqués à la demande en France et livrés sous 6 à 12 semaines déjà assemblés (hors pieds). Pensez bien à vérifier les dimensions de votre entrée ainsi que celles des escaliers et/ou de l’ascenseur, pour vous assurer que la livraison se passe sans encombre ! Si le canapé ne passait pas, il n’y aurait pas de remboursement possible. A noter, nous ne proposons pas de livraison en magasin pour les canapés customisés. Ils peuvent uniquement être livrés à domicile. 
Produits et Disponibilité;Mon canapé personnalisé So…Me est-il couvert par la garantie commerciale ?;Votre canapé personnalisé So…Me bénéficie d’une garantie commerciale de : 5 ans pour la structure, les pieds, la visserie, le mécanisme de canapé convertible, la toile de fond et la mousse d’habillage,3 ans pour le garnissage des coussins de dos et d’assise,2 ans pour le revêtement. Vous êtes Client Privilège ? Vous profitez d'une année supplémentaire pour la garantie commerciale de votre canapé customisé. 
Commande et Paiement;Je n'ai pas reçu mon e-mail de confirmation ou d'expédition de commande.;Vérifiez sur votre bon de commande que votre adresse e-mail ait bien été saisie lors de la prise de commande. En effet, ce champ n'est pas obligatoire et il se peut qu'elle n'ait pas été renseignée ! Vérifiez d'abord l'adresse e-mail enregistrée sur votre compte client. Si l'adresse e-mail renseignée est bien correcte, pensez à vérifier également vos courriers indésirables. Nos e-mails peuvent parfois s'y cacher !
Commande et Paiement;Comment suivre ma commande ?;"Vous avez la possibilité de suivre vos commandes en temps réel. Nous vous enverrons deux e-mails automatiques de suivi, le premier à la validation de votre commande et le second lorsque celle-ci sera prise en charge par notre transporteur. Si vous ne recevez pas ces e-mails, pensez à bien vérifier vos courriers indésirables ainsi que l’adresse e-mail renseignée.Si vous avez un compte client, il est possible de suivre le statut de vos commandes en cours depuis la rubrique Mon compte. Cliquez sur Mes commandes et sélectionnez la commande que vous souhaitez suivre.Vos commandes peuvent avoir les statuts suivants : Commande validée : Une fois votre commande enregistrée et votre paiement autorisé, votre commande passe en statut ""validée"" ce qui génère automatiquement un bon de commande. Vous pourrez le consulter et l'imprimer dans la rubrique Mon compte, page Mes commandes. Commande en préparation : Votre commande a été transmise à notre partenaire logistique. Une fois vos articles disponibles, ils sont soigneusement préparés et emballés pour expédition. Commande remise au transporteur : Votre commande a été prise en charge par notre transporteur vers l’agence en charge de votre livraison. Commande livrée : Une fois la commande réceptionnée par vos soins, elle passe en statut ""Commande livrée"". Vous pouvez alors consulter votre facture dans la rubrique Mon compte, page Mes commandes."
